"RELADDR2","customer","bill type","SIC","billtype description","Search type","searchtype description","Long key","Customer name","Address 1","Address 2","Address 3","Town","Postal code","PRICING_SCHEDULE","SCHED_DESCRIPTION","Country code","Category 02","CUSTOMER_NATURE_DESCRIPTION","Category 21","CATEGORY_DESCRIPTION"
49855164,49855164,"S","S","Ship To Address Only","HP","Home Patient","BE49855164","DHR. STAELENS JOHAN","","","KWADEPOELSTRAAT 17F","ZWEVEGEM","8550","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855199,49855199,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49855199","MR. DUFOUR REMY","","","RUE NEUVE 20 E","BOUSSU","7300","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855275,49855275,"S","S","Ship To Address Only","HP","Home Patient","BE49855275","DHR. DERKSEN JOHANNES","","","AVENUE JOSSE GOFFEN 180","BERCHEM - STE- AGATHE","1082","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855341,49855341,"S","S","Ship To Address Only","HP","Home Patient","BE49855341","DHR. AENDEKERK DIETER","","","ZANDBERGERSTRAAT 14","MAASEIK","3680","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855634,49855634,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49855634","MR. EL MEZOUARI UHASSANE","","","BEERSELSTRAAT 1","BUIZINGEN","1501","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855784,49855784,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49855784","DHR. FRANCIS SMITS (AMI)","","","ZANDVLIETSTRAAT 2","ANTWERPEN","2020","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855837,49855837,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49855837","DHR. WAUTELET JOZEF","","","BEVERENSESTRAAT 79","ARDOOIE","8850","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855939,49855939,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49855939","MR. JEAN SAMOIS","","RES. EUREKA CAMPUS ST VINCENT","RUE AUGUSTE DE BOECK 54-58","EVERE","1140","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856255,49856255,"B","B","Bill To Address Only","C","Customers","BE49856255","CPL SA","","","BP 435","ESCH-ALZETTE","L-4005","BEAS","Belgium Adv. Pricing Schedule","LU","E06","Wholesalers","",""
49856259,49856259,"S","S","Ship To Address Only","C","Customers","BE49856259","CPL DIVISION PHARMACEUTIQUE","","","6 RUE DE L'INDUSTRIE","FOETZ","L-3895","BEAS","Belgium Adv. Pricing Schedule","LU","E06","Wholesalers","",""
49856279,49856279,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856279","MR. KINCHE JEAN-FRANCOIS","","","ROUTE DE FRASNES 330","MAINVAULT","7812","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856304,49856304,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856304","MME. MINON MARIE-HELENE","","","RUE EN-BOIS 26","LIEGE","4000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856489,49856489,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856489","MR. FONTAINE JEAN-CLAUDE","","","RUE DU PAÏROIS 81","CARNIERES","7141","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856557,49856557,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856557","DHR. VANHELMONT OMER","","","GROENHOEF 105","SCHERPENHEUVEL-ZICHEM","3270","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856559,49856559,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856559","DHR. ADRIAENS KEVIN","","","ZWALUWENSTRAAT 116/0301","OOSTENDE","8400","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856732,49856732,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856732","MEV. VERSTRAETEN ELISA","","","ZORGVLIETSTRAAT 5","KINROOI","3640","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856901,49856901,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856901","MME. ROSSETTO FRANCA","","","AVENUE DU CHAMP DE BATAILLE 509","MONS","7012","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49856936,49856936,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49856936","MR. NGUYEN TRAN","","","RUE PAUL LAUTERS 38","BRUXELLES","1050","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857020,49857020,"S","S","Ship To Address Only","HP","Home Patient","BE49857020","MME. DIMOVSKA VASKA","","","RUE JEAN BAPTISTE BREMS 2","SCHAERBEEK","1030","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857036,49857036,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49857036","DHR. VAN DAMME FREDDY (A)","","DOMEIN CASTELMOLEN","HALSESTEENWEG 27","MEERBEKE (NINOVE)","9402","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857125,49857125,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49857125","MME. ZIMMER ALICE","","","RUE ALOYSE KAYSER 22","ESCH-SUR-ALZETTE","L-4169","BEAS","Belgium Adv. Pricing Schedule","LU","EH1","Dialysis Home Patient","",""
49857126,49857126,"S","S","Ship To Address Only","HP","Home Patient","BE49857126","MR. WEYDERT CARLO LEON","","","RUE DU BOIS 8","ELVANGE","L-5692","BEAS","Belgium Adv. Pricing Schedule","LU","EH1","Dialysis Home Patient","",""
49857225,49857225,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49857225","DHR. DE WOLF ANDY (A)","","","BOCHT 73","ESSENE","1790","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857277,49857277,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49857277","DHR. DE BRUYNE ELIAS","","","MOLENSTRAAT 36","KALMTHOUT","2920","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857408,49857408,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49857408","MR. KUHN AIME","","","QUAI GODEFROID - KURTH 80 - BOITE 51","LIEGE","4020","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857576,49857576,"S","S","Ship To Address Only","HP","Home Patient","BE49857576","MME. DELCOURT CHRISTELLE","","","RUE DE LA FRONTIERE 77","DOUR","7370","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857626,49857626,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49857626","MR. TILMANT HECTOR","","","AVENUE MARIE JOSE 125","BRUXELLES","1200","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857637,49857637,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49857637","MME. BURTON SABINE","","","CLOS DES PINSONS 14","LIMELETTE","1342","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857753,49857753,"S","S","Ship To Address Only","HP","Home Patient","BE49857753","DHR. DONVIL ISIDORE","","","SINT-GENOVEVAPLEIN 37","TIENEN","3300","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857780,49857780,"S","S","Ship To Address Only","HP","Home Patient","BE49857780","DHR. EBULUE IKENNA","","","ACHTIENDE OOSTWAL 39 BUS2","TONGEREN","3700","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857971,49857971,"S","S","Ship To Address Only","HP","Home Patient","BE49857971","MME. VAN HAELEN ANNE","","","RUE DE GENVAL 29","ROSIERES","1331","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49857996,49857996,"S","S","Ship To Address Only","HP","Home Patient","BE49857996","DHR. VERBEKE HERMAN","","","HOFSTRAAT 68","DENDERMONDE","9200","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49858318,49858318,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49858318","DHR. PEETERS DANIEL","","","KRANENBRUGSTRAAT44","ZICHEM","3271","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49858327,49858327,"S","S","Ship To Address Only","HP","Home Patient","BE49858327","DHR. CASSIER ROAN (P)","","","KRUISBERGSTRAAT 37","WETTEREN","9230","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49858376,49858376,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49858376","MEV. HOCHE FABIENNE","","","BOOMGAARDENSTRAAT 37","SINT-TRUIDEN","3800","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49858498,49858498,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49858498","DHR. VANDENBUSSCHE FERNAND","","","VINCENT VAN GOGHLAAN 3","TORHOUT","8820","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49858520,49858520,"S","S","Ship To Address Only","HP","Home Patient","BE49858520","DHR. BROCATUS ADRIANUS","","","HENDRIK THEUNISSENSTRAAT 44","LEOPOLDSBURG","3970","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49859133,49859133,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49859133","MEV. THYSENS GODELIEVE","","","GROTEDOELSTRAAT 20","BONHEIDEN","2820","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49859454,49859454,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49859454","MME. GEERTS LOUISE","","","AVENUE VAN LEEUW 14","EVERE","1140","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49859526,49859526,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49859526","MEV. VAN DEN BRANDE MADELEINE","","","TERLINDENGAARD 7","TERNAT","1740","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49859630,49859630,"S","S","Ship To Address Only","C","Customers","BE49859630","ASZ VZW MEDISCHE STAF","DIENST CENTRAAL MAGAZIJN","","EVENBROEKVELD 1","AALST","9420","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49859750,49859750,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49859750","MR CEURVELS ANDRE","","","RUE CAHORDAY 94","BLEGNY","4671","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860032,49860032,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49860032","DHR. BRIESEN VICTOR","","","FONTEINSTRAAT 70","OUD-HEVERLEE","3050","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860355,49860355,"S","S","Ship To Address Only","HP","Home Patient","BE49860355","MEV. SIOEN GABRIELLE","","","SNOY ET D'OPPUERSLAAN 24","HERENT","3020","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860428,49860428,"S","S","Ship To Address Only","HP","Home Patient","BE49860428","DHR. SMEYERS BRUNO","","","DIESTSESTEENWEG 112","LUBBEEK","3210","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860475,49860475,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49860475","MEV. VANDEPUT MARIE-JEANNE","","","BOOMSTEEG 69","ZONHOVEN","3520","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860851,49860851,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49860851","MEV. KROES ANTJE (AST)","","","BORSBEEKSTRAAT  77","BORGERHOUT","2140","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860859,49860859,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49860859","MEV. PIETERS MARIA (G)","","","WILLEBOCHTENLAAN 6","BERLARE","9290","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860910,49860910,"S","S","Ship To Address Only","HP","Home Patient","BE49860910","MEV. VERCAUTEREN NATASJA","","","LOVERKENSLAAN 19","SINAAI WAAS","9112","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49860964,49860964,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49860964","MR. HUGUET JOSSE","","","GRAND'ROUTE 19","BRAFFE","7604","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861023,49861023,"S","S","Ship To Address Only","HP","Home Patient","BE49861023","DHR. HELLYN RAFAEL","","","RINGLAAN 67","WENDUINE","8420","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861031,49861031,"S","S","Ship To Address Only","HP","Home Patient","BE49861031","DHR. VANDERSTRAETEN MARCEL","","","OUDE BAAN 151","HEUSDEN-ZOLDER","3550","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861070,49861070,"S","S","Ship To Address Only","C","Customers","BE49861070","PHARMA BASE NV","","","SEINHUISSTRAAT 7 BUS 1","GENK","3600","BEAS","Belgium Adv. Pricing Schedule","BE","E17","Wholesalers (SCM)","",""
49861104,49861104,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49861104","DHR. SCHOUPPE STEVEN","","","BEEKSTRAAT 86","ERPE-MERE","9420","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861145,49861145,"S","S","Ship To Address Only","HP","Home Patient","BE49861145","DHR. CORNELIS MAURICE","","","PEDESTRAAT 35","VLEZENBEEK","1602","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861195,49861195,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49861195","MR. JAIKEL ABED","","","RUE GRANDE 4","BERNISSART","7320","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861236,49861236,"S","S","Ship To Address Only","C","Customers","BE49861236","IMELDA ZIEKENHUIS FIJN DISTR.","FIJNDISTRIBUTIE","","IMELDALAAN 9","BONHEIDEN","2820","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49861377,49861377,"B","B","Bill To Address Only","C","Customers","BE49861377","AZ ALMA","","","RINGLAAN 15","EEKLO","9900","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49861384,49861384,"S","S","Ship To Address Only","C","Customers","BE49861384","AZ ALMA","DIENST APOTHEEK","","RINGLAAN 15","EEKLO","9900","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49861576,49861576,"S","S","Ship To Address Only","HP","Home Patient","BE49861576","MEV. VANGHELUWE SHARON","","","POLITIEKE GEVANGENSTRAAT 122","HARELBEKE","8530","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861788,49861788,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49861788","DHR. DOL PIERRE","","","KREKELSTRAAT 16","LUMMEN","3560","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49861866,49861866,"X","","Bill To and Ship To Address","ZTC","Deactivated Carriers","EU49861866","Katoen Natie Global Forwarding NV","","","Luithagen 9","Antwerpen			","2030","","","BE","","","",""
49861933,49861933,"S","S","Ship To Address Only","C","Customers","BE49861933","AZ GROENINGE CAMPUS KENNEDYLAAN APO","APOTHEEK - ROUTE B.926","","PRESIDENT KENNEDYLAAN 4","KORTRIJK","8500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49861936,49861936,"S","S","Ship To Address Only","C","Customers","BE49861936","AZ GROENINGE CAMPUS KL","APOTHEEK CEL IMPLANTATEN","LOKAAL A.9.Z.40","ZIEKENHUISWEG 1","KORTRIJK","8500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49862572,49862572,"S","S","Ship To Address Only","C","Customers","BE49862572","APOTHEEK VAN DIJCK","","","WITTE TORENWAL 41","BREE","3960","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
49862779,49862779,"S","S","Ship To Address Only","HP","Home Patient","BE49862779","MR. LAVENDOMME (H) JEAN-MARIE","","","RUE DU PLAT RIE 104","QUAREGNON","7390","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49862807,49862807,"S","S","Ship To Address Only","HP","Home Patient","BE49862807","MR. GRIETENS CONSTANT","","","LAAN 1, 32","LIEDEKERKE","1770","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49862953,49862953,"S","S","Ship To Address Only","HP","Home Patient","BE49862953","MR. DARRAS GEORGES","","","RUE ALBERT Ier, 38","PECQ","7740","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863153,49863153,"S","S","Ship To Address Only","HP","Home Patient","BE49863153","MEV. DE DECKER ADELINE","","","ANJERSSTRAAT 33","HOFSTADE","9308","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863215,49863215,"S","S","Ship To Address Only","HP","Home Patient","BE49863215","DHR. VAN DE MEULEBROUCKE GERARD","","","MEERSSTRAAT 99","ZOTTEGEM","9620","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863301,49863301,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863301","MR. VANCRAENBROECK MARC","","HOME FLATEL","RUE COLONEL BOURG 78","SCHAERBEEK","1030","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863303,49863303,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863303","MR. HENRY GEOFFREY","","","CLOS DES SAMMES 3","BRUGELETTE","7940","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863306,49863306,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863306","MR. CARRE GEORGES","","","RUE DU SENTIER 50","RUMES","7610","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863309,49863309,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863309","DHR. REMMEN SVEN","","","DIRK MARTENSLAAN 23","IZEGEM","8870","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863313,49863313,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863313","DHR. DE JONGHE ROBERT (AST)","","","TURNHOUTSEBAAN 457","BORGERHOUT","2140","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863603,49863603,"B","B","Bill To Address Only","C","Customers","BE49863603","SILVER-MED SPRL","","","RUE DE L'ENTREPRISE 12","VILLERS-LE-BOUILLET","4530","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
49863604,49863604,"S","S","Ship To Address Only","C","Customers","BE49863604","SILVER-MED SPRL","","","RUE DE L'ENTREPRISE 12","VILLERS-LE-BOUILLET","4530","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
49863662,49863662,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863662","MEV. BELLENS KRISTA","","","POPULIERENLAAN 6","ZOERSEL","2980","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863685,49863685,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863685","MME. DANLOY JEANNINE","","","RUE SOHET 10","LIEGE","4000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49863686,49863686,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49863686","MR. FISCHER ADOLPHE","","RESIDENCE BELLEVUE","AVENUE DU ROI 157","BRUXELLES","1190","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
